Outcome or subgroup title,No. of studies,No. of participants,Statistical method,Effect size,comparison_name,comparison_id,effect_size,lower_ci,upper_ci,outcome_id,subgroup_id,outcome_name,subgroup_name
1 Mortality near term corrected age or discharge (latest reported) Show forest plot,2,253,"Risk Ratio (M‐H, Fixed, 95% CI)","0.51 [0.25, 1.07]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,0.51,0.25,1.07,1,,Mortality near term corrected age or discharge (latest reported),
2 Neurodevelopmental disability Show forest plot,2,208,"Risk Ratio (M‐H, Fixed, 95% CI)","0.82 [0.49, 1.35]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,0.82,0.49,1.35,2,,Neurodevelopmental disability,
3 IPPV in the delivery room Show forest plot,1,60,"Risk Ratio (M‐H, Fixed, 95% CI)","1.0 [0.94, 1.07]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,1.0,0.94,1.07,3,,IPPV in the delivery room,
4 Intubation in the delivery room Show forest plot,2,253,"Risk Ratio (M‐H, Fixed, 95% CI)","1.16 [0.79, 1.70]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,1.16,0.79,1.7,4,,Intubation in the delivery room,
5 Time to reach desired oxygen saturation target Show forest plot,1,60,"Mean Difference (IV, Fixed, 95% CI)","2.09 [‐0.26, 4.44]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,2.09,-0.26,4.44,5,,Time to reach desired oxygen saturation target,
6 Time to reach heart rate > 100 bpm (not prespecified) Show forest plot,1,60,"Mean Difference (IV, Fixed, 95% CI)","0.27 [‐1.21, 1.75]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,0.27,-1.21,1.75,6,,Time to reach heart rate > 100 bpm (not prespecified),
7 Retinopathy of prematurity Show forest plot,2,253,"Risk Ratio (M‐H, Fixed, 95% CI)","0.85 [0.39, 1.86]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,0.85,0.39,1.86,7,,Retinopathy of prematurity,
8 Severe retinopathy of prematurity (≥ stage 3) Show forest plot,1,60,"Risk Ratio (M‐H, Fixed, 95% CI)","3.86 [0.19, 77.05]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,3.86,0.19,77.05,8,,Severe retinopathy of prematurity (≥ stage 3),
9 Intraventricular haemorrhage Show forest plot,2,253,"Risk Ratio (M‐H, Fixed, 95% CI)","0.85 [0.47, 1.53]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,0.85,0.47,1.53,9,,Intraventricular haemorrhage,
10 Severe intraventricular haemorrhage (grade 3 or 4) Show forest plot,1,60,"Risk Ratio (M‐H, Fixed, 95% CI)","0.76 [0.17, 3.48]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,0.76,0.17,3.48,10,,Severe intraventricular haemorrhage (grade 3 or 4),
11 Necrotising enterocolitis Show forest plot,2,253,"Risk Ratio (M‐H, Fixed, 95% CI)","1.54 [0.46, 5.19]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,1.54,0.46,5.19,11,,Necrotising enterocolitis,
12 Chronic lung disease (28 days age) Show forest plot,1,60,"Risk Ratio (M‐H, Fixed, 95% CI)","1.27 [0.53, 3.05]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,1.27,0.53,3.05,12,,Chronic lung disease (28 days age),
13 Chronic lung disease (36 weeks' corrected age) Show forest plot,2,243,"Risk Ratio (M‐H, Fixed, 95% CI)","1.49 [0.90, 2.47]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,1.49,0.9,2.47,13,,Chronic lung disease (36 weeks' corrected age),
14 Duration of respiratory support (mechanical ventilation or CPAP) (days from birth) Show forest plot,1,60,"Mean Difference (IV, Fixed, 95% CI)","1.06 [‐2.63, 4.75]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,1.06,-2.63,4.75,14,,Duration of respiratory support (mechanical ventilation or CPAP) (days from birth),
15 Duration of respiratory support (mechanical ventilation) (days from birth) Show forest plot,1,193,"Mean Difference (IV, Fixed, 95% CI)","1.25 [‐0.97, 3.47]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,1.25,-0.97,3.47,15,,Duration of respiratory support (mechanical ventilation) (days from birth),
16 Duration of supplemental oxygen administration Show forest plot,2,253,"Mean Difference (IV, Fixed, 95% CI)","2.72 [‐2.78, 8.22]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,2.72,-2.78,8.22,16,,Duration of supplemental oxygen administration,
17 Mortality to follow up (> 18 months) Show forest plot,2,253,"Risk Ratio (M‐H, Fixed, 95% CI)","0.56 [0.28, 1.14]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,0.56,0.28,1.14,17,,Mortality to follow up (> 18 months),
18 Postnatal growth failure (weight < 10th percentile at discharge) Show forest plot,1,60,"Risk Ratio (M‐H, Fixed, 95% CI)","0.86 [0.55, 1.33]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,0.86,0.55,1.33,18,,Postnatal growth failure (weight < 10th percentile at discharge),
19 Duration of hospitalisation (days) Show forest plot,1,60,"Mean Difference (IV, Fixed, 95% CI)","28.0 [‐8.96, 64.96]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,28.0,-8.96,64.96,19,,Duration of hospitalisation (days),
20 Patent ductus arteriosus (not prespecified) Show forest plot,2,253,"Risk Ratio (M‐H, Fixed, 95% CI)","1.18 [0.88, 1.59]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration ‐ sensitivity analysis,6,1.18,0.88,1.59,20,,Patent ductus arteriosus (not prespecified),
